"game_id","date","Team","Opponent","Team_Score","Opponent_Score","Location","ADJO","ADJD","EFF","EFG_pct","TO_Pct","OR_Pct","FTR_Pct","ThreePointer_Pct","opp_ADJO","opp_ADJD","Opp_EFF","Opp_EFG_Pct","Opp_TO_Pct","Opp_OR_Pct","Opp_FTR_Pct","Opp_ThreePointer_Pct"
"Tennessee St.Lindenwood1-9",2025-01-09,"Tennessee St.","Lindenwood",62,72,"A",86.6,104.7,83.9,41.5,25.7,33.3,35.6,13.64,90.4,93.1,97.4,43.5,14.9,30.2,43.5,33.33
"Tennessee St.Little Rock1-30",2025-01-30,"Tennessee St.","Little Rock",72,70,"A",111.3,111.6,103.6,57.8,28.8,46.4,13.8,33.33,98.4,108.7,100.7,43.3,14.4,31.7,19.4,42.86
"Tennessee St.Morehead St.12-21",2024-12-21,"Tennessee St.","Morehead St.",68,74,"A",104.2,115.3,103.4,57.4,19.8,20,18.5,50,106.4,112.4,112.6,42.7,13.7,48.8,50,27.78
"Tennessee St.Southeast Missouri St.2-1",2025-02-01,"Tennessee St.","Southeast Missouri St.",87,89,"A",111.1,115.6,110.4,53.2,17.8,25,41.9,35.29,107.9,118.5,112.9,57.9,16.5,31,52.6,37.5
"Tennessee St.Southern Indiana12-19",2024-12-19,"Tennessee St.","Southern Indiana",75,77,"A",94,108.6,99.3,49.1,25.2,36.1,50.9,27.27,98.7,105.1,102,46.7,13.2,20.5,51.7,36.36
"Tennessee St.Western Illinois1-11",2025-01-11,"Tennessee St.","Western Illinois",72,52,"A",105.8,89,115.1,54.5,14.4,24.1,23.2,43.75,79.3,123.1,83.1,38.8,19.2,27,42.9,33.33
"Tennessee St.Western Kentucky12-10",2024-12-10,"Tennessee St.","Western Kentucky",60,84,"A",85,113.3,79.4,36.7,27.8,32.6,30,22.22,108.1,83.6,111.2,55.7,13.2,14.7,32.8,38.46
"Tennessee St.Wyoming11-10",2024-11-10,"Tennessee St.","Wyoming",66,81,"A",96.6,115.4,93.2,39,16.9,34.1,54.2,12.5,110.8,98.6,114.4,60.5,15.5,26.5,42.1,50
"Tennessee TechEastern Illinois1-9",2025-01-09,"Tennessee Tech","Eastern Illinois",69,64,"A",104,111.9,108,44.3,12.5,35.6,39.3,35.71,95.8,111.9,100.2,41.7,14.1,29.7,44.4,31.25
"Tennessee TechGeorgia11-4",2024-11-04,"Tennessee Tech","Georgia",78,83,"A",121.8,108.1,107.8,58.2,18,17.6,18,39.29,108.5,112.6,114.7,54.5,18,45.7,27.3,22.22
"Tennessee TechLindenwood12-19",2024-12-19,"Tennessee Tech","Lindenwood",79,73,"A",108.1,114.2,110,55.1,20.9,30.3,28.8,45.83,96.1,115.1,101.6,47.1,13.9,34.1,23.2,16.67
"Tennessee TechMorehead St.1-30",2025-01-30,"Tennessee Tech","Morehead St.",72,64,"A",107.2,102.4,109.4,50,13.7,26.5,25.4,39.13,92.1,114.5,97.3,38.1,15.2,35,37.3,15.79
"Tennessee TechNorth Alabama12-4",2024-12-04,"Tennessee Tech","North Alabama",59,82,"A",92.8,115.2,89.7,46.4,16.7,17.1,20,30,115,97,124.7,53.5,7.6,37.8,9.7,25.93
"Tennessee TechSIU Edwardsville1-11",2025-01-11,"Tennessee Tech","SIU Edwardsville",59,67,"A",91.2,100.5,86.7,37.5,19.1,25,37.5,22.22,89.6,94.5,98.4,48.4,13.2,23.7,21.3,29.41
"Tennessee TechSouthern Indiana2-1",2025-02-01,"Tennessee Tech","Southern Indiana",78,65,"A",103.7,102.1,112.1,49.2,14.4,35,31.2,36,90.5,114.9,93.4,43.3,11.5,25,17.9,38.1
"Tennessee TechTennessee Martin1-25",2025-01-25,"Tennessee Tech","Tennessee Martin",89,85,"A",113.9,119.2,120.4,53.3,13.5,31.4,47.5,32.14,110.5,124.2,115,45.9,14.9,42.6,25.7,25.64
"Tennessee TechTennessee St.1-23",2025-01-23,"Tennessee Tech","Tennessee St.",77,89,"A",105.2,122.3,104.1,49.2,17.6,31.8,31.8,29.17,111.6,111.3,120.3,58.6,16.2,37.1,32.8,47.37
"Tennessee TechUCF11-19",2024-11-19,"Tennessee Tech","UCF",69,80,"A",106.9,106.7,101.8,45.6,14.8,25,38.6,33.33,112.3,105.7,118,49.3,19.2,53.7,21.4,39.13
"Tennessee TechUT Rio Grande Valley11-16",2024-11-16,"Tennessee Tech","UT Rio Grande Valley",58,83,"N",88.3,119.2,85.9,46.7,19.2,18.4,3.3,31.43,111.8,95,122.9,56.2,17.8,48.5,23.4,33.33
"Tennessee TechVMI11-15",2024-11-15,"Tennessee Tech","VMI",72,71,"N",97.7,99.4,99.6,50,16.6,23.7,35.6,36.67,90.4,106.9,98.3,42.2,20.8,36.6,28.1,25
"Tennessee TechVanderbilt11-29",2024-11-29,"Tennessee Tech","Vanderbilt",56,87,"A",92.7,105,78.6,37.5,21.1,26.7,15.6,34.78,109,89.4,122.1,54.2,12.6,39.5,16.9,35.48
"Tennessee TechWest Georgia12-7",2024-12-07,"Tennessee Tech","West Georgia",73,78,"A",96.3,125.5,106.5,55.8,21.9,27.6,38.5,33.33,111.1,107.5,113.8,56,11.7,16.7,27.6,35
"Tennessee TechWestern Illinois12-17",2024-12-17,"Tennessee Tech","Western Illinois",68,71,"A",98.4,121.1,107.5,51.7,17.4,36.4,16.9,34.62,105.3,113.4,112.3,47.7,9.5,34.2,15.2,33.33
"TennesseeAuburn1-25",2025-01-25,"Tennessee","Auburn",51,53,"A",92.5,66.5,80.6,35.2,19,27.8,29.6,18.18,100.9,75.6,83.7,33.1,17.4,37.2,32.2,15
"TennesseeFlorida1-7",2025-01-07,"Tennessee","Florida",43,73,"A",76,88.7,62.8,25,17.5,24.5,44.6,13.79,124.9,61.7,106.6,44.1,17.5,43.2,25,30
"TennesseeIllinois12-14",2024-12-14,"Tennessee","Illinois",66,64,"A",115.5,86.3,100.5,37.1,9.1,40.5,45.2,25,118.8,93.2,97.4,33.3,16.7,32.4,70.6,17.39
"TennesseeLouisville11-9",2024-11-09,"Tennessee","Louisville",77,55,"A",127,72.5,114.6,66,29.8,48,20.8,52.63,99.1,107.2,81.8,35,22.3,31.7,21.7,25.64
"TennesseeTexas1-11",2025-01-11,"Tennessee","Texas",74,70,"A",131.4,102.1,120.2,53.6,24.4,56.7,35.7,43.48,138.9,111.3,113.7,47.6,8.1,36.8,22.6,28
"TennesseeVanderbilt1-18",2025-01-18,"Tennessee","Vanderbilt",75,76,"A",125.4,111.3,118.1,58,17.3,32,42,47.62,147.4,108.4,119.7,53.6,17.3,41.4,33.9,38.1
"TennesseeVirginia11-21",2024-11-21,"Tennessee","Virginia",64,42,"N",103.5,74.1,105.8,44.7,11.6,43.9,15.2,36,92,92.5,69.4,34.7,29.8,30.6,22.4,30
"Texas A&M CommerceConnecticut11-19",2024-11-19,"Texas A&M Commerce","Connecticut",46,81,"A",69.7,93.1,63.8,28,25,34,37.3,17.65,103,75.2,112.4,60.2,26.4,37.9,23.7,29.17
"Texas A&M CommerceHouston Christian12-5",2024-12-05,"Texas A&M Commerce","Houston Christian",79,83,"A",108.3,125.2,113.7,51.7,18.7,38.9,37.3,25.93,115.7,124.2,119.4,63.1,24.5,29.2,92.9,52.94
"Texas A&M CommerceIncarnate Word12-7",2024-12-07,"Texas A&M Commerce","Incarnate Word",53,65,"A",76.7,102.6,83.2,46.3,32.9,25,48.8,33.33,98,91.3,102,51,26.7,44.8,42.9,28.57
"Texas A&M CommerceIowa11-4",2024-11-04,"Texas A&M Commerce","Iowa",67,89,"A",92.4,98.3,87.4,52.4,31.3,33.3,9.7,29.17,105.2,103.4,116.1,52.9,18.3,41.5,28.6,34.48
"Texas A&M CommerceLamar1-25",2025-01-25,"Texas A&M Commerce","Lamar",58,61,"A",84.5,84.6,80.3,40.2,20.8,20,37.5,22.58,77.5,92.8,84.4,40.5,23.5,30,31,35
"Texas A&M CommerceNorthwestern St.1-11",2025-01-11,"Texas A&M Commerce","Northwestern St.",67,75,"A",95.5,117.6,97.5,46.9,13.1,31.8,29.7,16.67,105.4,106.7,109.2,57.1,26.2,32.1,49,43.48
"Texas A&M CommerceOklahoma11-21",2024-11-21,"Texas A&M Commerce","Oklahoma",56,84,"A",92.8,100.6,80.9,44.3,21.7,21.6,32.1,21.88,107.6,99,121.3,55.9,14.4,31,37.3,31.25
"Texas A&M CommerceSouth Dakota11-6",2024-11-06,"Texas A&M Commerce","South Dakota",83,91,"A",90.3,101.7,98.8,52.3,17.9,21.1,37.9,31.03,101.3,112.2,108.3,50,15.5,32.5,54.5,26.09
"Texas A&M CommerceSouth Florida12-21",2024-12-21,"Texas A&M Commerce","South Florida",62,88,"A",87.6,123,86.7,47.4,23.8,22.2,19,28.12,115.5,98,123.1,72.3,21,17.4,14.3,48.15
"Texas A&M CommerceStephen F. Austin1-27",2025-01-27,"Texas A&M Commerce","Stephen F. Austin",72,79,"A",114.8,143.6,112.5,58.8,25,35.5,12.3,44,118.7,123.7,123.4,58.3,17.2,43.8,20,54.55
"Texas A&M CommerceStonehill11-25",2024-11-25,"Texas A&M Commerce","Stonehill",65,67,"A",102.8,111.5,105.8,52.8,19.5,34.4,22.2,26.92,100.8,121.5,109.1,57.3,22.8,23.1,27.1,50
"Texas A&M CommerceTexas A&M11-8",2024-11-08,"Texas A&M Commerce","Texas A&M",55,87,"A",92.9,117.8,81.7,45.2,26.7,23.5,21.2,29.17,122.8,90.7,129.2,59.8,14.9,48.4,39.3,33.33
"Texas A&M CommerceUT Rio Grande Valley1-13",2025-01-13,"Texas A&M Commerce","UT Rio Grande Valley",55,57,"A",90.8,91.6,90.4,45.5,26.3,42.5,19.6,33.33,85.6,105,93.7,45.2,24.7,41,42.3,26.92
"Texas A&M Corpus ChrisHawaii12-14",2024-12-14,"Texas A&M Corpus Chris","Hawaii",62,71,"A",98.9,105.7,94.7,46.2,18.3,21.2,40.4,40,105.3,96.9,108.5,59.6,24.4,35.7,48.9,40
"Texas A&M Corpus ChrisHouston Christian1-20",2025-01-20,"Texas A&M Corpus Chris","Houston Christian",72,76,"A",95.1,110.3,99.8,52.6,24.9,33.3,36.8,50,108,96.1,105.3,50.9,15.2,21.9,47.3,42.11
"Texas A&M Corpus ChrisHouston12-21",2024-12-21,"Texas A&M Corpus Chris","Houston",51,87,"A",114.1,118.5,85.4,36.6,21.8,42.5,28.6,26.32,139.9,89.9,145.6,62.3,13.4,43.3,47.2,48.28
"Texas A&M Corpus ChrisIncarnate Word1-18",2025-01-18,"Texas A&M Corpus Chris","Incarnate Word",69,63,"A",92.8,82.2,94.8,50.9,20.6,25,39.3,38.46,83,97.4,86.5,39.4,16.5,25.6,19.7,18.18
"Texas A&M Corpus ChrisNew Mexico St.11-14",2024-11-14,"Texas A&M Corpus Chris","New Mexico St.",82,83,"A",109.7,115.3,109.5,44.9,8,35,48.5,32.14,115.5,103.7,110.8,46.7,14.7,45.5,59,31.82
"Texas A&M Corpus ChrisNew Mexico11-12",2024-11-12,"Texas A&M Corpus Chris","New Mexico",81,100,"A",109.3,111.1,96.3,57.3,26.2,25.7,63.6,31.25,118.8,95.4,118.9,60.5,16.7,26.8,62.9,39.13
"Texas A&M Corpus ChrisNew Orleans1-6",2025-01-06,"Texas A&M Corpus Chris","New Orleans",97,83,"A",118,117,127.6,64.3,15.8,30,34.9,46.67,109.9,125.8,109.2,50.9,11.8,22.2,64.9,47.06
"Texas A&M Corpus ChrisPurdue11-4",2024-11-04,"Texas A&M Corpus Chris","Purdue",73,90,"A",114.1,102.8,99.9,49.3,12.3,19.4,10.4,31.58,120.4,101.5,123.2,66.4,21.9,33.3,49.1,42.31
"Texas A&M Corpus ChrisSoutheastern Louisiana1-4",2025-01-04,"Texas A&M Corpus Chris","Southeastern Louisiana",80,71,"A",118.8,113.1,120.3,55.2,15,38.5,48.3,31.58,110,116,106.8,51,16.5,24.2,68.8,33.33
"Texas A&M Corpus ChrisTexas A&M Commerce2-3",2025-02-03,"Texas A&M Corpus Chris","Texas A&M Commerce",78,66,"A",119.5,105.4,119,63.7,18.3,34.8,39.2,38.46,95.3,123.4,100.7,56.2,30.5,35.7,37.5,41.67
"Texas A&M Corpus ChrisUT Rio Grande Valley2-1",2025-02-01,"Texas A&M Corpus Chris","UT Rio Grande Valley",73,83,"A",94.1,108.6,95.7,53.4,23.6,22.9,27.1,33.33,107.5,96,108.8,54,17,27.8,37.1,36
"Texas A&MKentucky1-14",2025-01-14,"Texas A&M","Kentucky",69,81,"A",103.6,91.8,96.1,44.9,16.7,28.2,42.4,23.33,124.8,90.8,112.8,54.8,23.7,38.7,59.6,33.33
"Texas A&MMississippi1-22",2025-01-22,"Texas A&M","Mississippi",63,62,"A",96.4,79.5,86.2,45.2,27.4,35.9,14.5,28.57,98.1,77.8,84.8,45.4,17.8,15,6.2,31.43
"Texas A&MOklahoma1-8",2025-01-08,"Texas A&M","Oklahoma",80,78,"A",129.4,110.3,125.5,51.6,14.1,47.2,36.1,39.13,141.6,113,122.3,69.6,28.2,34.8,37,58.33
"Texas A&MSouth Carolina2-1",2025-02-01,"Texas A&M","South Carolina",76,72,"A",131.2,106,117,56.1,15.4,30,61.2,47.83,121.9,110.7,110.8,55.4,18.5,25.8,21.4,38.71
"Texas A&MTexas Tech12-8",2024-12-08,"Texas A&M","Texas Tech",72,67,"N",120.6,86.3,108.9,44,13.6,40.9,26.9,37.5,115.4,99.7,101.3,56.9,27.2,32.1,23.5,38.71
"Texas A&MTexas1-25",2025-01-25,"Texas A&M","Texas",69,70,"A",129.1,97.2,112.3,51.6,17.9,46.2,12.5,52.17,123.8,107.7,113.9,53.8,13,19.4,32.7,40
"Texas A&MUCF11-4",2024-11-04,"Texas A&M","UCF",61,64,"A",100.2,83.4,91.5,42.1,18,37.2,22.2,30.43,104.9,87.3,96,42,16.5,22.9,62,30.77
"Texas SouthernAbilene Christian12-21",2024-12-21,"Texas Southern","Abilene Christian",65,69,"A",85.3,99.6,83.8,46.4,30.9,27.8,34.5,35.71,89.4,90.6,88.9,44.7,24.5,35.7,22.7,14.29
"Texas SouthernAlabama A&M1-25",2025-01-25,"Texas Southern","Alabama A&M",82,78,"A",92.4,99.7,97.1,56.6,26.1,26.5,66,38.1,88.7,110,92.4,41.2,21.3,31.9,47.1,32.26
"Texas SouthernAlabama St.1-27",2025-01-27,"Texas Southern","Alabama St.",80,69,"A",103.3,104.1,112.8,58.8,22.6,33.3,47.1,47.06,99,121.1,97.3,37.7,8.5,35.1,26,26.67
"Texas SouthernBoise St.12-17",2024-12-17,"Texas Southern","Boise St.",51,82,"A",79.4,94.9,68.9,34.9,14.9,11.1,19,26.67,103.9,82,110.8,50,20.3,43.2,50,25
"Texas SouthernGeorgia Tech11-12",2024-11-12,"Texas Southern","Georgia Tech",62,81,"A",87.5,109.9,83.4,37.9,16.2,28.6,33.3,42.86,108.6,90.8,109,47.4,18.8,34.1,58.6,30.56
"Texas SouthernGeorgia11-10",2024-11-10,"Texas Southern","Georgia",64,92,"A",104.4,116.4,88.6,37.7,5.5,16.7,29.2,5.26,121.6,102,127.3,52.5,19.4,52.9,66.1,35.29
"Texas SouthernMississippi Valley St.1-13",2025-01-13,"Texas Southern","Mississippi Valley St.",82,53,"A",93.2,105,116.9,54.5,15.7,35.9,22.4,44,83.6,119.1,75.6,47.1,28.5,25.7,29.4,26.67
"Texas SouthernNevada12-14",2024-12-14,"Texas Southern","Nevada",73,105,"A",108.3,134.2,101.2,53.4,18,18.2,22,42.86,139.6,115.9,145.6,73.8,13.9,26.9,27.9,50
"Texas SouthernNew Mexico11-24",2024-11-24,"Texas Southern","New Mexico",68,99,"A",106.7,112,87.2,46.6,25.6,23.7,28.8,50,118.2,103.9,126.9,58,9,34.1,28,40.74
"Texas SouthernSam Houston St.12-7",2024-12-07,"Texas Southern","Sam Houston St.",71,87,"A",107.3,121.3,106.3,49.2,12,27,24.2,31.82,123.8,122.5,130.3,59,19.5,51.4,39.3,45.16
"Texas SouthernSamford11-17",2024-11-17,"Texas Southern","Samford",82,97,"A",108.7,122.5,108.6,48.4,21.2,40,42.6,18.75,127.9,118.4,128.4,61.1,11.9,27.5,16.7,45.45
"Texas SouthernXavier11-4",2024-11-04,"Texas Southern","Xavier",69,78,"A",106.1,95.9,94.7,50,23.3,22.9,22.4,43.48,102.3,108.3,107.1,43.1,12.4,21.2,80.4,26.09
"Texas St.Abilene Christian11-16",2024-11-16,"Texas St.","Abilene Christian",60,72,"A",90.3,113.9,86.6,44.6,24.5,14.3,102.7,37.5,97.4,85.6,104,57.1,28.9,31,44.9,61.54
"Texas St.Appalachian St.1-4",2025-01-04,"Texas St.","Appalachian St.",61,72,"A",101.9,117.7,96.4,44.3,12.6,21.1,11.5,36.36,108.4,93.3,113.7,64.7,19,19.2,17.6,54.55
"Texas St.Arkansas St.1-25",2025-01-25,"Texas St.","Arkansas St.",65,80,"A",102.8,108,93.7,46.5,24.5,30.3,22.8,20,105.3,95.4,115.3,59.5,17.3,28.1,27.6,44
"Texas St.Florida Atlantic12-14",2024-12-14,"Texas St.","Florida Atlantic",80,89,"A",115.7,116.3,114.4,59.8,24.3,37.9,26.8,45,117.3,115.1,127.2,58.5,8.6,23.5,49.2,41.18
"Texas St.Louisiana1-23",2025-01-23,"Texas St.","Louisiana",89,74,"A",120,115.1,126.5,71.8,24.2,31.2,100,54.55,101.4,122.1,105.2,43,12.8,27,56.1,23.81
"Texas St.Marshall1-2",2025-01-02,"Texas St.","Marshall",71,77,"A",104.1,121.1,107.5,52.7,13.6,26.5,40,25,112.8,102.5,116.6,53.8,16.7,36.4,63.5,30.77
"Texas St.Southern Miss1-11",2025-01-11,"Texas St.","Southern Miss",88,92,"A",100.4,120.6,104,46.6,16.5,35.6,35.1,21.43,105.3,99.1,108.7,46.8,18.9,42,29.1,40
"Texas St.TCU11-12",2024-11-12,"Texas St.","TCU",71,76,"A",108.8,102.5,97.1,46.5,16.4,15.2,36.8,29.41,97.8,95.7,104,58.7,15.1,21.4,61.5,35.71
"Texas St.Texas Southern12-1",2024-12-01,"Texas St.","Texas Southern",72,59,"A",107.6,102.1,110.6,52.5,21.5,43.8,18.3,35.71,88.3,105.9,90.7,37.7,21.5,42.5,40.4,22.73
"Texas St.Troy1-9",2025-01-09,"Texas St.","Troy",74,73,"A",116.3,109.1,111.5,47.5,19.6,41.7,35.6,42.86,104.5,108.7,110,53.3,22.6,34.5,67.4,29.41
"Texas TechBYU1-7",2025-01-07,"Texas Tech","BYU",72,67,"A",125.9,96,117.5,53.4,14.7,37.8,27.6,35.71,121.6,99.8,109.3,48.2,13.1,34.2,36.8,21.74
"Texas TechCincinnati1-21",2025-01-21,"Texas Tech","Cincinnati",81,71,"A",138.7,108.2,122.2,55,12.1,29.4,30,38.71,118.7,104.3,107.1,54.8,12.1,11.1,36.5,21.43
"Texas TechHouston2-1",2025-02-01,"Texas Tech","Houston",82,81,"A",146.1,96,115.5,53.7,18.3,38.9,63,40,124.3,100.1,114.1,49.2,16.9,41,42.2,35.71
"Texas TechKansas St.1-14",2025-01-14,"Texas Tech","Kansas St.",61,57,"A",107.1,86.1,100,54.8,22.9,33.3,13.5,38.46,102.2,86.2,93.4,45.2,16.4,18.8,23.1,30
"Texas TechUtah1-4",2025-01-04,"Texas Tech","Utah",93,65,"A",158.3,108.5,153.8,69,8.3,40.7,31,46.15,123.7,128,107.5,48.1,14.9,39.4,50,26.09
"TexasFlorida1-18",2025-01-18,"Texas","Florida",60,84,"A",106.5,98.3,86.2,40,20.1,22.2,34.5,25,124.3,83.5,120.7,55.2,11.5,34.2,22.4,40
"TexasLSU2-1",2025-02-01,"Texas","LSU",89,58,"A",137.4,89.4,132.4,64.1,10.4,34.5,14.1,47.62,100.3,114.4,86.3,47.1,22.3,13.8,29.4,13.33
"TexasMississippi1-29",2025-01-29,"Texas","Mississippi",69,72,"A",121.7,97.6,104.1,43.7,16.6,35.9,22.2,22.73,115.3,96.3,108.7,45.7,6,22.2,43.1,33.33
"TexasN.C. State12-4",2024-12-04,"Texas","N.C. State",63,59,"A",112,96.7,106.5,52.8,20.3,39.4,26.4,47.06,108.5,96.1,99.7,49.1,15.2,29.4,25.9,35.71
"TexasOklahoma1-15",2025-01-15,"Texas","Oklahoma",77,73,"A",115.2,82.6,104.1,54.3,20.3,22.6,31,31.82,101.6,98.8,98.7,56.1,24.3,21.4,53.1,31.25
"TexasTexas A&M1-4",2025-01-04,"Texas","Texas A&M",60,80,"A",108.1,100.4,87.8,41.3,17.6,14.3,38.5,26.92,120.3,84.9,117,49.1,10.2,29.7,56.1,10.53
"The CitadelBoston College11-4",2024-11-04,"The Citadel","Boston College",60,69,"A",84.9,99.7,88.1,41.3,20.6,23.7,48.1,12.5,92.4,102.3,101.3,43.5,20.6,37.8,51.9,27.78
"The CitadelCentral Arkansas12-16",2024-12-16,"The Citadel","Central Arkansas",71,73,"A",92.1,112.5,99.7,61.1,26.7,20,16.7,45.71,93.8,115.4,102.5,46.3,14,28.6,19.4,31.25
"The CitadelEast Tennessee St.1-11",2025-01-11,"The Citadel","East Tennessee St.",52,70,"A",83.3,112.2,84.2,43.9,30.8,31,20.4,27.78,103,97.9,113.3,47.3,21,56.8,49.1,27.27
"The CitadelMercer1-29",2025-01-29,"The Citadel","Mercer",46,80,"A",73.2,112.9,66.5,31.8,21.7,21.4,27.3,22.73,98.1,86.1,115.6,55.2,14.5,30.6,13.4,29.63
"The CitadelSamford1-1",2025-01-01,"The Citadel","Samford",56,86,"A",90.1,122.1,86.1,46.7,26.1,28.6,54.3,31.82,117.1,104.1,132.3,61.3,13.8,35.3,21,43.9
"The CitadelUNC Greensboro1-15",2025-01-15,"The Citadel","UNC Greensboro",57,70,"A",92.6,113.4,92.6,48,22.7,25,29.4,33.33,103.3,107.8,113.7,56.2,19.5,31,39.6,46.15
"The CitadelVanderbilt12-18",2024-12-18,"The Citadel","Vanderbilt",53,105,"A",94.6,140.1,80.9,48.9,30.5,28.1,37,26.92,138.9,102.4,160.2,64.7,4.6,45.5,30.9,52.17
"The CitadelWofford1-22",2025-01-22,"The Citadel","Wofford",68,79,"A",101.5,125,108.7,47.4,8,17.5,27.6,35.14,118.8,121.5,126.3,65.6,17.6,30.4,41.7,36
"ToledoAkron1-14",2025-01-14,"Toledo","Akron",78,85,"A",115.5,107.8,108.3,41.4,11.1,31.8,48.4,27.78,105.5,108,118.1,52.7,12.5,40.5,12,31.03
"ToledoBall St.1-18",2025-01-18,"Toledo","Ball St.",93,75,"A",132.8,118.9,145.3,58.2,7.8,45.5,25.4,37.5,111,137.1,117.1,57.4,10.9,26.7,38.9,25
"ToledoBowling Green1-24",2025-01-24,"Toledo","Bowling Green",84,71,"A",111.6,106.2,119.1,57.4,19.9,38.2,27.9,50,93.9,113.9,100.7,48.2,18.4,26.5,41.1,27.27
"ToledoDetroit Mercy11-16",2024-11-16,"Toledo","Detroit Mercy",82,67,"A",108.1,108.5,113.1,49.2,11,28.9,36.9,26.09,88.3,105.9,92.4,50,22.1,28.6,27.6,47.06
"ToledoHouston12-18",2024-12-18,"Toledo","Houston",49,78,"A",89.2,90.6,68.7,34.3,19.6,15,33.3,27.78,98.8,68.4,109.4,47.8,16.8,41,28.4,16.67
"ToledoMarshall11-9",2024-11-09,"Toledo","Marshall",90,80,"A",120.4,105.5,119,55.9,11.9,25.8,54.2,33.33,96.5,115.9,105.8,46.5,11.9,29.5,23.6,28.12
"ToledoOhio1-28",2025-01-28,"Toledo","Ohio",86,83,"A",116.9,109.8,115.4,58.6,12.1,23.5,29.7,43.75,102,112,111.3,50.7,6.7,17.9,24.6,42.11
"ToledoPurdue12-29",2024-12-29,"Toledo","Purdue",64,83,"A",109.1,102.5,95,42.2,20.8,44.7,25,14.29,110.9,94.4,123.2,57.1,11.9,34.3,23.8,35.71
"ToledoTroy11-4",2024-11-04,"Toledo","Troy",74,84,"A",103.6,111.2,99.2,42.8,14.7,28.6,24.6,17.65,104.6,94.7,112.6,57.5,16.1,34.3,19.4,30.43
"ToledoUC San Diego11-23",2024-11-23,"Toledo","UC San Diego",45,80,"N",81.2,105.2,66.6,35.8,25.2,21.1,18.9,24,102.3,71.7,118.5,65.8,17.8,16.7,12.3,36.67
"ToledoWestern Michigan1-4",2025-01-04,"Toledo","Western Michigan",76,70,"A",99.2,99.2,103.1,44.5,12.2,24.4,39.1,25,87.4,99.7,95,38.8,13.6,41.5,23.7,25.93
"ToledoYoungstown St.12-14",2024-12-14,"Toledo","Youngstown St.",87,93,"A",124.6,137.2,120.9,50,13.9,42.9,61.7,33.33,119.1,116.7,129.3,59.3,15.3,37.5,47.5,37.5
"TowsonCharleston1-4",2025-01-04,"Towson","Charleston",69,77,"A",100.6,112.3,101,47.8,13.2,28.6,13,34.78,113.6,103.4,112.7,53,13.2,17.9,52,38.89
"TowsonDelaware1-30",2025-01-30,"Towson","Delaware",76,66,"A",100.1,97,112.4,50.8,14.8,35.3,31.7,33.33,101,112.7,97.6,54.7,23.7,20,20.8,33.33
"TowsonDrexel1-11",2025-01-11,"Towson","Drexel",93,82,"A",124.2,118.3,125.4,61.7,12.1,33.3,34.4,45,113.6,126.7,110.6,51.5,9.4,22,41.5,41.67
"TowsonMorgan St.11-24",2024-11-24,"Towson","Morgan St.",64,60,"A",87.2,90.2,95,39,17.8,38.1,45.8,19.05,87.1,100.4,89.1,41.5,13.4,15.8,43.4,16.67
"TowsonNicholls St.11-20",2024-11-20,"Towson","Nicholls St.",70,64,"A",110.1,99.3,109.8,45.5,11,34.2,54.5,32.26,99.9,114,100.4,45.1,9.4,18.2,54.9,22.22
"TowsonNortheastern1-27",2025-01-27,"Towson","Northeastern",75,65,"A",116.4,98.5,113.8,63.9,21.2,28.6,22.2,57.89,97.1,119.5,98.7,46.4,25.8,41.7,30.4,31.58
"TowsonRobert Morris12-17",2024-12-17,"Towson","Robert Morris",67,68,"A",112.5,106.1,107.1,59.8,27.2,36.4,32.6,45.45,104.5,115.2,108.7,56.4,22.4,29.6,44.7,38.89
"TowsonSaint Mary's11-4",2024-11-04,"Towson","Saint Mary's",69,76,"A",117.4,105.7,105.5,45.3,10.7,32.5,29.7,30.77,117.1,108,116.2,50,15.3,45.2,53.7,25
"TowsonSouth Carolina11-12",2024-11-12,"Towson","South Carolina",54,80,"A",88.1,111.6,78.2,34.3,20.3,34.1,53.7,20,112.8,83.8,115.9,55.8,21.7,38.5,57.7,28.57
"TowsonUC Irvine11-30",2024-11-30,"Towson","UC Irvine",60,67,"N",103.1,102.3,90.3,42.9,12,25,17.5,20,99.9,94.4,100.8,58.7,30.1,30,30.4,50
"TowsonUNC Wilmington1-2",2025-01-02,"Towson","UNC Wilmington",65,61,"A",96,88,97.2,40.8,10.5,35.4,15.5,28.57,92.7,99,91.2,40.7,12,21.4,33.9,33.33
"TroyAppalachian St.1-2",2025-01-02,"Troy","Appalachian St.",69,61,"A",115.8,101.9,110.1,54.4,19.1,33.3,17.5,34.29,103.7,107.2,97.3,44.6,14.4,27,28.6,30.77
"TroyArkansas11-13",2024-11-13,"Troy","Arkansas",49,65,"A",84.9,85.2,71.5,40.9,35,38.2,12.7,15.79,93,76.5,94.9,51.8,20.4,27.3,25,43.48
"TroyHouston12-10",2024-12-10,"Troy","Houston",42,62,"A",93.7,96.6,76.3,26,21.8,40.5,44,11.11,118.5,74.3,112.6,52,18.2,40.6,27.5,47.37
"TroyLouisiana Monroe1-15",2025-01-15,"Troy","Louisiana Monroe",77,58,"A",114.5,102.1,121.2,57,20.5,52.9,12.5,35.48,96.8,119,91.3,37.9,14.2,34.8,16.7,29.63
"TroyMarshall1-4",2025-01-04,"Troy","Marshall",58,57,"A",91.8,94.4,93.4,44.1,25.8,38.2,33.3,22.58,97.1,91.3,91.8,42,22.6,41,30.4,18.75
