"game_id","date","Team","Opponent","Team_Score","Opponent_Score","Location","ADJO","ADJD","EFF","EFG_pct","TO_Pct","OR_Pct","FTR_Pct","ThreePointer_Pct","opp_ADJO","opp_ADJD","Opp_EFF","Opp_EFG_Pct","Opp_TO_Pct","Opp_OR_Pct","Opp_FTR_Pct","Opp_ThreePointer_Pct"
"Sam Houston St.Lamar11-17",2024-11-17,"Sam Houston St.","Lamar",85,72,"A",129.2,109.7,126.5,63.2,14.9,32.1,31.6,47.62,100.1,122,107.1,40.6,20.8,50,39.1,27.27
"Sam Houston St.Nevada11-4",2024-11-04,"Sam Houston St.","Nevada",75,91,"A",117.4,117.7,108.9,50.9,16,25,36.8,40,121.3,107.5,132.2,66,17.4,39.3,58.5,45.45
"Sam Houston St.Pittsburgh12-21",2024-12-21,"Sam Houston St.","Pittsburgh",78,110,"A",122.2,130.7,107.3,59.8,16.5,20,35.7,30.43,137.8,107.3,151.3,70.8,13.8,40,35.4,51.61
"Sam Houston St.Tarleton St.11-9",2024-11-09,"Sam Houston St.","Tarleton St.",91,62,"A",117,97.4,119.9,58.7,25,50,42.9,53.85,81.4,110.3,81.7,47.4,29,30,33.3,33.33
"Sam Houston St.UNC Wilmington11-29",2024-11-29,"Sam Houston St.","UNC Wilmington",60,69,"A",91.3,102.6,93.1,37.5,24.8,45.2,44.6,34.78,101.7,88,107,53.7,20.2,33.3,31.5,37.04
"SamfordAlabama A&M12-21",2024-12-21,"Samford","Alabama A&M",97,90,"A",115.8,123,122,70.9,22.6,29.6,49.1,51.85,105.7,115.9,113.2,59.2,20.1,27.3,50,48.15
"SamfordArizona12-18",2024-12-18,"Samford","Arizona",64,96,"A",104.4,114.7,89.6,46.7,16.8,22.5,25,34.29,124.2,87.4,134.4,64.5,19.6,44,56.4,31.82
"SamfordCornell11-8",2024-11-08,"Samford","Cornell",86,88,"A",99.8,100,103.4,43.9,15.6,31,53,28.57,101.2,96.2,105.8,50.8,21.6,36.6,50.8,28.57
"SamfordMichigan St.11-19",2024-11-19,"Samford","Michigan St.",75,83,"A",120.3,104.8,106,57,26.8,35.5,24.6,34.62,110,100.6,117.3,57.3,19.8,34.5,41.8,29.17
"SamfordNorth Alabama11-15",2024-11-15,"Samford","North Alabama",97,96,"A",113.5,102.5,110,58.2,23.8,35,44.8,37.5,99.4,107,108.9,49.3,15.9,38.3,51.4,30.43
"SamfordSouth Carolina St.12-5",2024-12-05,"Samford","South Carolina St.",88,81,"A",134.2,122.9,129.3,68.8,19.1,25,26.8,50,112.3,121.7,119,64.8,20.6,38.5,35.2,41.67
"San Diego St.Fresno St.12-4",2024-12-04,"San Diego St.","Fresno St.",84,62,"A",105.3,90.1,108.2,53.7,18,33.3,25,30.43,93,101.4,79.8,30.6,12.9,24.1,44.8,18.52
"San DiegoArizona St.12-3",2024-12-03,"San Diego","Arizona St.",53,90,"A",90,103.1,70.8,34.9,17.4,18.2,20.6,10.53,108.9,94.4,120.2,59.6,18.7,32.4,61.4,52.17
"San DiegoFresno St.12-14",2024-12-14,"San Diego","Fresno St.",65,73,"A",94.3,107.7,91.1,44.7,23.8,38.1,15.2,23.81,101.1,106.2,102.4,45.1,16.8,35.9,41,17.65
"San DiegoSan Diego St.12-7",2024-12-07,"San Diego","San Diego St.",57,74,"A",91.4,93,77.5,36.4,21.8,21.1,41.8,18.75,98.4,91.7,100.6,47.7,15,28.2,22.7,29.41
"San FranciscoBradley12-18",2024-12-18,"San Francisco","Bradley",64,66,"A",92.1,84,88.2,44.2,20.7,24.4,30,35.48,100,85.5,90.9,51.9,20.7,14.3,29.6,60
"San Jose St.Hawaii11-10",2024-11-10,"San Jose St.","Hawaii",69,80,"A",115.1,122.9,109.6,48,12.7,25.8,48,50,118.2,112.4,127.1,60,9.5,22.2,36.4,31.58
"San Jose St.New Mexico12-4",2024-12-04,"San Jose St.","New Mexico",77,83,"A",119.3,103.7,109,53.6,14.2,21.2,37.5,47.62,109.8,111.1,117.5,48.5,12.7,40,46.2,41.18
"San Jose St.UNC Greensboro11-26",2024-11-26,"San Jose St.","UNC Greensboro",69,64,"N",110.3,97.8,105.4,49.1,19.9,32.4,38.9,36.84,92.6,105.4,97.8,47.1,15.3,22.6,45.1,21.05
"San Jose St.USC11-20",2024-11-20,"San Jose St.","USC",68,82,"A",117.4,121,106.6,50.8,14.1,27,11.3,47.83,122.4,106.5,128.5,66.1,17.2,33.3,16.1,45.45
"San Jose St.UTEP11-25",2024-11-25,"San Jose St.","UTEP",71,65,"N",112.8,90.5,103.4,59.3,35,44,58.1,46.67,88.8,104.3,94.7,46.1,20.4,22.6,47.1,27.78
"Santa ClaraMcNeese St.12-3",2024-12-03,"Santa Clara","McNeese St.",74,67,"A",120.1,99.6,113.8,50,23.1,42.4,33.9,34.48,108.5,101.9,103,45.9,12.3,31.7,27.9,27.59
"Santa ClaraNevada11-16",2024-11-16,"Santa Clara","Nevada",59,85,"A",93.9,119.1,90.2,41.4,16.8,29.3,32.8,11.76,133.6,82.4,130,65.6,15.3,29.6,64.6,47.37
"Santa ClaraSan Francisco12-30",2024-12-30,"Santa Clara","San Francisco",94,97,"A",135,114.7,118.6,59.5,15.1,29.7,46,35.48,123.2,111,122.4,60,11.4,21.1,47.7,34.48
"Santa ClaraTCU11-28",2024-11-28,"Santa Clara","TCU",69,52,"N",108.6,77.1,100.1,49.3,18.9,37.5,10.4,30.77,80.8,88.6,75.4,35.7,17.4,27.7,25.4,5.88
"Santa ClaraWashington11-29",2024-11-29,"Santa Clara","Washington",69,76,"N",104.9,112.3,101.8,52.6,20.7,24.2,19.3,41.67,117,91.7,112.1,47.6,11.8,37.5,41.9,33.33
"SeattleCal Poly11-14",2024-11-14,"Seattle","Cal Poly",71,75,"A",94.3,98.4,96.5,45.4,21.7,31.7,21.5,30,98.5,97.2,101.9,56.4,24.5,28.1,32.7,32
"SeattleDuke11-29",2024-11-29,"Seattle","Duke",48,70,"A",88.4,88,70.7,25.5,23.6,23.8,66,21.05,98.9,72.4,103.1,48.3,19.2,30.8,32.8,27.78
"SeattleEastern Washington11-6",2024-11-06,"Seattle","Eastern Washington",86,93,"A",113.2,129.7,119.6,57.6,13.9,23.5,44.1,54.55,127.2,118.2,129.3,65.3,8.3,16.7,33.9,40.91
"SeattleUC San Diego11-16",2024-11-16,"Seattle","UC San Diego",84,71,"A",141.2,101.1,129.4,66.7,18.5,33.3,56.2,50,104.4,131.3,109.4,54.8,12.3,13.8,36.5,31.25
"SeattleUTEP12-7",2024-12-07,"Seattle","UTEP",72,88,"A",105.3,130.7,104.4,55.1,24.7,32.3,51,43.48,130.7,98,127.6,62.3,20.3,37,33.3,41.18
"SeattleWashington12-23",2024-12-23,"Seattle","Washington",79,70,"A",119.7,91.4,109.6,44.6,11.1,21.9,57.1,22.22,91.4,112.7,97.1,47.4,16.7,21.6,40.4,25
"SeattleWestern Kentucky12-17",2024-12-17,"Seattle","Western Kentucky",73,86,"A",113.2,121.4,104.5,39.7,10,29.2,47.6,24.24,119.5,105,123.2,71.4,15.8,7.7,49,60
"Seton HallRutgers12-14",2024-12-14,"Seton Hall","Rutgers",63,66,"A",102.9,90.9,96.6,50.9,15.3,24.2,23.2,26.32,105.3,109.1,101.2,61.6,23,17.9,65.1,53.85
"Seton HallVCU11-21",2024-11-21,"Seton Hall","VCU",69,66,"N",99.3,85.5,91.1,48.2,23.8,30.3,45.5,58.33,95.9,97.3,87.2,44.2,19.8,17.1,30,24.32
"Seton HallVanderbilt11-22",2024-11-22,"Seton Hall","Vanderbilt",60,76,"N",95.3,102.9,90.3,42.1,24.1,38.1,17.5,33.33,123,98.7,114.4,61.1,16.6,22.2,22.2,37.04
"Seton HallVillanova12-17",2024-12-17,"Seton Hall","Villanova",67,79,"A",102.2,102.1,102.7,44.1,12.3,30,35.6,35.29,128.1,114.4,121.1,64.9,16.9,13.6,46.8,42.86
"Seton HallXavier12-31",2024-12-31,"Seton Hall","Xavier",72,94,"A",109.8,121.3,103.3,42.6,20.1,40.5,39.3,46.15,143,114.6,134.9,68.1,14.3,30.8,85.1,47.62
"SienaAlbany11-16",2024-11-16,"Siena","Albany",60,70,"A",89.1,102.4,90.5,43.1,21.1,28.9,22.4,33.33,99.6,100.5,105.6,49,19.6,40.7,46.2,37.5
"SienaBryant11-8",2024-11-08,"Siena","Bryant",90,88,"A",105.4,107.5,108.2,47.9,22.8,40.9,38.6,39.29,104,114.8,105.8,52.6,27.6,43.2,63.8,40.91
"SienaCanisius12-8",2024-12-08,"Siena","Canisius",66,53,"A",97.8,96.8,112.1,55.6,18.7,38.7,22.2,35.71,89.5,118.3,90,45.2,18.7,11.5,45.2,33.33
"SienaCornell12-30",2024-12-30,"Siena","Cornell",83,77,"A",109.4,97.7,112.4,62.5,19,18.5,66.7,42.11,100.3,122,104.3,57.7,23,16.7,42.3,33.33
"SienaNiagara12-6",2024-12-06,"Siena","Niagara",68,69,"A",106.6,117.9,114.1,54.6,10.1,21.2,25.9,35.48,111.5,123.7,115.8,57.8,13.4,12,44.4,42.11
"SienaXavier11-20",2024-11-20,"Siena","Xavier",55,80,"A",90.2,105.7,82.5,47.9,24,21.2,41.7,33.33,112.9,92.4,119.9,59.2,13.5,29,6.2,45.83
"South AlabamaMississippi11-12",2024-11-12,"South Alabama","Mississippi",54,64,"A",89.7,88.4,82.5,45.2,21.4,17.6,21.2,28,97.1,85,97.8,43,13.8,29.8,21.9,34.21
"South AlabamaNicholls St.11-8",2024-11-08,"South Alabama","Nicholls St.",70,64,"A",107.4,102,108.2,41.2,7.7,31.7,52.6,30,99.2,110.5,98.9,44.4,12.4,25,20.6,33.33
"South AlabamaTCU12-16",2024-12-16,"South Alabama","TCU",49,58,"A",95.6,90.2,81.1,40.2,19.9,25.7,23.5,26.92,92.1,87,96,42.7,19.9,40,30.9,19.23
"South AlabamaTexas A&M Commerce12-15",2024-12-15,"South Alabama","Texas A&M Commerce",81,72,"A",114,121.9,120,60.2,10.4,25,53.7,45,108.2,121.3,106.7,65,29.6,25.9,22,45.95
"South Carolina St.Alabama A&M11-22",2024-11-22,"South Carolina St.","Alabama A&M",82,70,"A",112.7,107.6,117.5,63.4,21.5,28.6,23.2,52.38,97.6,129,100.3,44.9,18.6,35,44.1,25.93
"South Carolina St.Bethune Cookman11-16",2024-11-16,"South Carolina St.","Bethune Cookman",62,75,"A",89.9,109.3,85.7,40.8,20.7,31,36.7,26.32,103,92.7,103.7,48.1,16.6,23.3,56.6,8.33
"South Carolina St.Furman12-14",2024-12-14,"South Carolina St.","Furman",64,68,"A",113.7,108.1,105.8,43.3,14.9,39,30,33.33,110.3,115.9,112.4,55.8,23.2,39.1,55.8,23.53
"South Carolina St.Georgia12-29",2024-12-29,"South Carolina St.","Georgia",72,79,"A",113.4,95.4,98.5,46.5,21.9,28.6,42.1,35,104.9,109.2,108.1,59,19.2,25,62,31.25
"South Carolina St.Jacksonville11-14",2024-11-14,"South Carolina St.","Jacksonville",62,71,"A",92.9,100.6,87,40.5,21,32.5,43.1,20,97.4,95.8,99.6,59.3,33.7,45.2,25.9,54.55
"South Carolina St.Marshall11-27",2024-11-27,"South Carolina St.","Marshall",53,82,"A",80.8,118.6,76.9,35.2,17.4,33.3,26.6,18.75,116.6,85.2,118.9,52.5,18.9,43.2,45,34.38
"South Carolina St.Northern Kentucky12-21",2024-12-21,"South Carolina St.","Northern Kentucky",47,58,"A",80.6,94.3,75.1,43.2,30.4,25,43.2,34.78,89.9,83.7,92.7,42.9,16,34.2,30.4,28.57
"South Carolina St.South Carolina11-8",2024-11-08,"South Carolina St.","South Carolina",64,86,"A",97.7,112.1,89.3,38.1,14,32.7,35.8,18.75,119.1,97.1,120,53.1,18.1,47.4,39.1,29.63
"South Carolina St.USC Upstate12-18",2024-12-18,"South Carolina St.","USC Upstate",85,70,"A",103.5,93.2,107.5,52.5,21.5,35.3,52.5,28.57,88,115.8,88.5,46.9,26.5,26.5,85.4,23.08
"South Carolina St.Xavier12-1",2024-12-01,"South Carolina St.","Xavier",68,71,"A",98.6,89.4,94.1,49.1,24.9,29.4,40.7,33.33,99.4,99.7,98.2,51.1,22.1,18.5,81.8,27.78
"South CarolinaBoston College12-3",2024-12-03,"South Carolina","Boston College",73,51,"A",108.8,78.1,111.1,56,15.2,20,50,52.63,83.5,105.8,77.6,35.1,16.7,26.2,31.6,12.5
"South CarolinaIndiana11-16",2024-11-16,"South Carolina","Indiana",71,87,"A",107.3,111.2,98.9,44.4,16.7,32.5,36.5,27.59,126.3,96.6,121.2,58.8,15.3,25,64.7,47.06
"South CarolinaVirginia Tech11-27",2024-11-27,"South Carolina","Virginia Tech",70,60,"N",111.3,94.5,110.9,54.8,15.8,25.7,40.4,34.38,101,106.2,95,45.8,14.3,24.3,15.3,44.44
"South CarolinaXavier11-25",2024-11-25,"South Carolina","Xavier",66,75,"N",99.8,93.6,92.6,46.3,16.8,12.1,37,23.53,108.5,91.7,105.3,47.6,14,30.8,33.3,22.22
"South Dakota St.Alabama12-29",2024-12-29,"South Dakota St.","Alabama",82,105,"A",117.5,115.7,107.3,50,18.3,31.7,18.3,42.31,138.7,104.2,137.5,59.6,7.9,38.6,20.5,34.55
"South Dakota St.Colorado12-13",2024-12-13,"South Dakota St.","Colorado",70,81,"A",117.4,118,106.7,52.6,15.2,23.5,22.4,40.74,122.9,105.3,123.5,57.3,15.2,33.3,34.5,29.17
"South Dakota St.Montana12-4",2024-12-04,"South Dakota St.","Montana",67,71,"A",88.4,96.2,92.2,43.8,20.6,28.2,18.8,17.39,100.3,87.9,97.7,51.7,15.1,14.3,27.6,30.77
"South Dakota St.Nevada12-11",2024-12-11,"South Dakota St.","Nevada",63,77,"A",115.3,113,105.2,54.5,18.4,27.3,9.1,34.29,124.8,107,128.6,67.6,13.4,16,9.3,39.39
"South DakotaIowa11-12",2024-11-12,"South Dakota","Iowa",77,96,"A",112.6,114,105.2,51.5,17.8,32.6,20.6,31.25,115.9,101,131.2,64,13.7,32.4,17.6,41.94
"South DakotaNebraska11-27",2024-11-27,"South Dakota","Nebraska",79,96,"A",118.3,120.2,104.1,50,15.8,23.7,45,28.57,113.8,97.7,126.5,58.1,15.8,36.8,30.9,39.39
"South DakotaNorthern Arizona12-7",2024-12-07,"South Dakota","Northern Arizona",82,95,"A",101.3,126.3,108.4,48.4,11.9,25,53.2,27.27,113.6,101.1,125.6,64.5,11.9,20,63.6,45
"South DakotaSanta Clara12-21",2024-12-21,"South Dakota","Santa Clara",81,98,"A",106.7,116.4,104.7,46.4,11.6,27.9,31.4,23.81,115.4,96.8,126.7,61.5,16.8,39.5,14.9,38.24
"South DakotaSouthern Indiana11-22",2024-11-22,"South Dakota","Southern Indiana",83,92,"A",105.7,132.3,111.3,44,13.4,40.4,24,28.57,110.4,105.2,123.4,58.8,14.8,34.3,23.5,44.44
"South DakotaUtah Tech12-19",2024-12-19,"South Dakota","Utah Tech",87,92,"A",117.7,129.9,119.7,52.1,9.6,33.3,31,38.1,110.2,116.4,126.6,59.2,11,37.1,35.4,44.83
"South DakotaWestern Michigan11-20",2024-11-20,"South Dakota","Western Michigan",80,76,"A",106.6,106.9,110.5,42,8.3,37,43.5,20.69,94.1,104.4,105,43.7,22.1,53.3,28.2,18.18
"South FloridaCharleston11-8",2024-11-08,"South Florida","Charleston",71,86,"A",94,103.7,87.6,42.4,21,22.5,47.5,23.08,101.7,89.4,106.2,50,19.8,24.3,51.7,28.57
"South FloridaLoyola Chicago12-7",2024-12-07,"South Florida","Loyola Chicago",72,74,"A",109.7,102.6,102.5,56.6,22.8,24.1,30.2,38.1,100.9,104.3,105.3,47.5,10,22.9,37.7,28.57
"South FloridaUtah St.12-14",2024-12-14,"South Florida","Utah St.",67,88,"A",106.9,110.4,94.3,52.9,31,37.9,28.8,36.84,117.2,97.9,123.9,54.7,16.9,41.2,32.8,26.09
"South FloridaWright St.11-24",2024-11-24,"South Florida","Wright St.",73,72,"N",99.7,100.8,105.9,57.3,14.5,6.9,25.5,33.33,103.5,104.3,104.5,50,13.1,24.3,21,33.33
"Southeast Missouri St.Bradley11-4",2024-11-04,"Southeast Missouri St.","Bradley",60,88,"A",90.9,112.5,84.7,47.4,24,25.7,17.5,26.09,120,92.5,124.3,64.8,22.6,35.7,46.3,43.48
"Southeast Missouri St.Central Arkansas11-21",2024-11-21,"Southeast Missouri St.","Central Arkansas",77,73,"A",92.9,102.5,97.9,48.5,16.5,25.6,25,34.29,92.2,103.2,92.8,41.1,16.5,26.2,51.6,14.29
"Southeast Missouri St.Lipscomb12-5",2024-12-05,"Southeast Missouri St.","Lipscomb",60,78,"A",92.6,110.6,86.7,45.8,21.7,25,13.3,35.71,111.6,91.4,112.7,56.7,15.9,29.4,26.7,40
"Southeast Missouri St.Murray St.12-8",2024-12-08,"Southeast Missouri St.","Murray St.",53,73,"A",94.8,110.8,86.4,44.2,17.9,21.2,21.2,30.77,110.6,98.7,119,56.5,19.6,43.8,37,50
"Southeast Missouri St.UNC Asheville11-22",2024-11-22,"Southeast Missouri St.","UNC Asheville",64,72,"N",92.2,100.3,92.9,38.9,10.2,25,33.3,26.32,101.3,100.5,104.5,44.1,13.1,33.3,49.2,23.53
"Southeast Missouri St.Vanderbilt11-10",2024-11-10,"Southeast Missouri St.","Vanderbilt",76,85,"A",111.9,102,103.6,54,10.9,10.8,20.6,48,112.2,112.2,115.9,40.8,12.3,41.7,63.1,12
"Southeastern LouisianaGrambling St.12-16",2024-12-16,"Southeastern Louisiana","Grambling St.",75,65,"A",113.9,106.2,117.5,64.6,25.1,35,35.4,40,103.7,129.9,101.8,53,9.4,3.4,32,43.75
"Southeastern LouisianaLouisiana Monroe11-18",2024-11-18,"Southeastern Louisiana","Louisiana Monroe",70,67,"A",98.5,102.3,100.2,58.5,24.3,17.4,17,28.57,95.8,112.7,95.9,54.7,18.6,19.4,37.7,40
"Southeastern LouisianaLouisiana12-11",2024-12-11,"Southeastern Louisiana","Louisiana",61,68,"A",89.1,96.7,89,45.3,23.3,27.3,37.7,14.29,97.5,102.3,99.2,50,23.3,32.4,33.3,33.33
"Southeastern LouisianaMcNeese St.12-30",2024-12-30,"Southeastern Louisiana","McNeese St.",51,79,"A",82.4,109.3,75.5,44.8,32.6,25.7,33.3,22.73,119.6,83.3,117,55.5,17.8,35.5,40,38.89
"Southeastern LouisianaMississippi St.11-12",2024-11-12,"Southeastern Louisiana","Mississippi St.",59,80,"A",92.1,93.5,81.7,43.5,26.3,24.3,31.5,36,109.9,93.6,110.8,49.2,15.2,31.7,41.9,25
"Southeastern LouisianaNicholls St.12-5",2024-12-05,"Southeastern Louisiana","Nicholls St.",64,67,"A",86.5,92.9,86.7,44.9,21.7,21.1,25.4,25,93.2,95.1,90.7,45.2,13.5,17.5,29,16.67
"Southeastern LouisianaTulane12-2",2024-12-02,"Southeastern Louisiana","Tulane",71,67,"A",109.9,101.2,107.1,50,19.6,36.1,16.1,40,103.2,118.2,101.1,53.5,21.1,26.5,14,39.39
"Southeastern LouisianaUAB11-10",2024-11-10,"Southeastern Louisiana","UAB",72,82,"A",98.1,105.2,101.4,50.8,18.3,28.9,25.8,33.33,117.5,112.3,115.5,54.8,15.5,36.1,35.5,33.33
"Southeastern LouisianaWyoming11-22",2024-11-22,"Southeastern Louisiana","Wyoming",61,64,"A",89.3,93.8,88.2,39.7,10.1,18.6,25.4,32,96.8,94.9,92.6,41.7,23.1,43.6,61.1,22.73
"Southern IllinoisAustin Peay12-14",2024-12-14,"Southern Illinois","Austin Peay",65,60,"A",107.2,100.9,102,48.2,18.8,36.1,30.4,37.5,90.4,108.2,94.1,45.8,26.7,36.4,50,28.57
"Southern IllinoisFlorida11-22",2024-11-22,"Southern Illinois","Florida",68,93,"A",107.7,110.4,94.3,38.2,16.6,40,25,33.33,126.6,98.5,129,57.3,8.3,35.6,18.7,41.03
"Southern IllinoisNorthern Iowa12-29",2024-12-29,"Southern Illinois","Northern Iowa",67,78,"A",106,106,101.3,52.6,21.2,28.6,22.8,33.33,113.5,108,118,62.5,19.7,30.8,32.7,41.18
"Southern IllinoisOklahoma St.11-14",2024-11-14,"Southern Illinois","Oklahoma St.",78,85,"A",113.5,112.1,106.3,59.8,24.5,28.1,18,39.29,113.9,110.6,115.9,53.8,9.5,27,30.8,40
"Southern IndianaBellarmine11-13",2024-11-13,"Southern Indiana","Bellarmine",71,69,"A",91.3,105.6,104.3,50.9,17.6,23.3,41.5,42.86,95.9,112.4,101.4,53.7,19.1,19.4,25.9,32
"Southern IndianaDePaul11-4",2024-11-04,"Southern Indiana","DePaul",78,80,"A",108.4,100.9,103.9,54.8,18.6,21.2,19.4,42.86,99.7,113.2,106.6,56.2,13.3,23.7,34.4,37.84
"Southern IndianaMarshall11-11",2024-11-11,"Southern Indiana","Marshall",63,77,"A",89.6,112.8,89.5,39,25.6,36.8,72,30,102.6,97,109.3,51.1,15.6,29.7,108.7,31.25
"Southern IndianaPurdue Fort Wayne11-16",2024-11-16,"Southern Indiana","Purdue Fort Wayne",74,93,"A",105.1,122.2,108.1,54.6,16.1,17.2,29.6,36,124.2,121.1,135.9,61.6,11.7,25.8,50,46.43
"Southern IndianaSouthern Illinois12-7",2024-12-07,"Southern Indiana","Southern Illinois",70,73,"A",108.4,113.9,107.6,50.9,13.8,23.3,31.5,55.56,104.9,117.4,112.2,52.7,20,41.4,33.9,38.46
"Southern MissMontana St.11-24",2024-11-24,"Southern Miss","Montana St.",59,79,"A",82.2,104.4,81.1,38.4,24.7,28.6,39.3,15,101.5,90.2,108.6,58.9,16.5,16.1,30.4,34.48
"Southern MissSouth Dakota St.11-20",2024-11-20,"Southern Miss","South Dakota St.",76,101,"A",90.4,115.2,89.6,39.3,13,23.6,38.7,20,114.6,95.9,119.1,67.8,21.2,29.6,49.2,38.1
"Southern MissTulane12-10",2024-12-10,"Southern Miss","Tulane",58,86,"A",89.1,118.3,82.5,44.2,29.9,32.4,34.6,30.77,111.5,95.3,122.4,55.7,10,24.2,34.4,36.36
"Southern MissUAB11-7",2024-11-07,"Southern Miss","UAB",84,98,"A",95.9,117.7,105.3,59.6,27.6,30,36.8,45.45,121.5,109.2,122.9,55.9,12.5,37.5,23.7,28
"Southern UtahArizona12-7",2024-12-07,"Southern Utah","Arizona",66,102,"A",97.5,114.7,85.6,45.3,23.3,29.5,23.4,35.71,126.7,90.4,132.3,54.4,11.7,45.7,52.9,37.5
"Southern UtahLoyola Chicago11-19",2024-11-19,"Southern Utah","Loyola Chicago",72,76,"A",115.7,114.4,109.7,45.5,15.2,33.3,49.1,28.57,112.3,113.7,115.8,50,10.7,37.8,36.7,44.44
"Southern UtahNew Mexico St.12-16",2024-12-16,"Southern Utah","New Mexico St.",69,72,"A",95.2,102,96,47.5,16.7,22.6,21.3,30.77,98.6,97.9,100.2,50,22.3,34.5,27.6,35.29
"Southern UtahSan Diego11-22",2024-11-22,"Southern Utah","San Diego",72,67,"A",101.9,99.8,97.6,48.4,19,33.3,25.4,34.62,87.1,102.2,90.8,43.7,19,27.3,36.5,29.41
"Southern UtahUCLA11-26",2024-11-26,"Southern Utah","UCLA",43,88,"A",78.4,110.6,60.4,40,42.1,25,37.5,25,114.7,68.1,123.6,51.2,11.2,50,11.2,30
"Southern UtahUT Rio Grande Valley12-18",2024-12-18,"Southern Utah","UT Rio Grande Valley",73,78,"A",96.2,104,99.6,45.5,16.4,30,24.2,19.05,104.3,102.2,106.5,51.6,12.3,22.9,37.7,20
"SouthernIowa11-7",2024-11-07,"Southern","Iowa",74,89,"A",106.5,107.8,101.5,52.3,15.1,25,23.1,31.58,122,109.8,122.1,68.3,16.5,16.1,20,45
"SouthernLouisiana Tech11-30",2024-11-30,"Southern","Louisiana Tech",73,70,"A",110.2,93.1,103.9,50.8,19.9,34.3,28.3,36,96.3,116.2,99.6,53,24.2,24.1,44,34.62
"SouthernLoyola Marymount12-20",2024-12-20,"Southern","Loyola Marymount",73,89,"A",105,140.3,105.9,40.4,11.6,41.3,38.2,14.29,135.1,107.9,129.1,63.3,17.4,38.2,33.3,57.14
"SouthernMississippi12-17",2024-12-17,"Southern","Mississippi",61,74,"A",91.3,92,83.9,44,24.8,32.4,31,30.43,101.1,91.5,101.8,50.9,23.4,29.7,54.7,40
"SouthernNebraska12-30",2024-12-30,"Southern","Nebraska",43,77,"A",76.8,106.9,64.6,27.6,12,29.8,23.9,12.5,112.7,72.8,115.7,61.3,21,26.7,34,43.33
"SouthernSouth Dakota11-4",2024-11-04,"Southern","South Dakota",79,93,"A",91.6,109.3,100.3,47.7,21.6,40,37.5,25,117.3,109.2,118,59.7,16.5,32.4,51.6,41.67
"SouthernTexas A&M Commerce11-13",2024-11-13,"Southern","Texas A&M Commerce",68,70,"A",93.2,111.2,96.5,47.5,19.9,30,37.3,61.54,98.7,105,99.3,54.8,24.1,27.6,34.6,30.43
"SouthernTexas A&M11-20",2024-11-20,"Southern","Texas A&M",54,71,"A",104.8,91.7,82.7,44.4,27.6,27.8,20.4,24,99.6,99.4,108.7,41.3,16.8,58,37.7,19.23
"SouthernTulsa12-7",2024-12-07,"Southern","Tulsa",70,66,"A",106.2,102.2,107,39.5,10.7,35.7,40.3,21.43,99.9,117,100.9,49,19.9,31,41.2,30.77
"SouthernUSC12-22",2024-12-22,"Southern","USC",51,82,"A",77.4,103.2,68.9,34.6,25.7,21.6,42.3,10.53,107.8,77.5,110.8,54,23,34.6,70,35.29
"St. BonaventureBucknell12-4",2024-12-04,"St. Bonaventure","Bucknell",64,47,"A",104.6,76.1,99,50.9,21.7,32.3,19.6,31.82,74.9,99.7,72.7,42.6,27.9,27.8,40.4,20
"St. BonaventureCanisius11-9",2024-11-09,"St. Bonaventure","Canisius",87,78,"A",124.5,130,139.1,57.8,12.8,50,41.4,26.32,135.2,135,124.7,60.7,14.4,26.7,21.4,43.75
"St. BonaventureFlorida Gulf Coast11-13",2024-11-13,"St. Bonaventure","Florida Gulf Coast",74,65,"A",109.6,92.7,107.8,52.5,13.1,25,32.2,38.1,102.6,104.8,94.7,46,17.5,29.7,17.5,29.63
"St. BonaventureSiena12-17",2024-12-17,"St. Bonaventure","Siena",65,48,"A",98.9,73,97.3,47.5,16.5,25,16.9,20,75.3,96.9,71.9,37.5,24,24.3,14.3,23.08
"St. BonaventureUtah St.11-28",2024-11-28,"St. Bonaventure","Utah St.",67,72,"N",107,97.2,98.2,47.5,17.6,30.8,24.6,28.57,115.2,94.8,105.6,39.1,11.7,37.8,43.8,21.43
"St. John'sCreighton12-31",2024-12-31,"St. John's","Creighton",56,57,"A",95.8,81.1,86,38.2,13.8,31.8,8.8,22.22,95.9,80.8,87.6,50,29.2,35.5,13.2,34.62
"St. John'sProvidence12-20",2024-12-20,"St. John's","Providence",72,70,"A",104.7,98.6,100.4,41.8,8.4,33.3,35.6,16.67,110.6,91.1,97.6,54.8,23.7,25,32.7,36.84
"St. John'sVirginia11-22",2024-11-22,"St. John's","Virginia",80,55,"N",136.7,90.8,127.7,60.7,11.2,35.5,16.4,41.67,100.4,115.5,87.8,50,25.5,20.7,40,32.14
"St. ThomasArizona St.11-17",2024-11-17,"St. Thomas","Arizona St.",66,81,"A",108.3,108.5,95.8,47.7,14.5,21.4,7.6,29.73,112.2,96.2,117.6,58.3,18.9,35.5,48.1,40.91
"St. ThomasBowling Green12-21",2024-12-21,"St. Thomas","Bowling Green",93,68,"A",113.9,87.5,117.8,60.5,17.7,22.6,35.5,36.67,84.1,114.5,86.1,42.4,20.3,15.8,33.9,27.27
"St. ThomasGreen Bay11-8",2024-11-08,"St. Thomas","Green Bay",90,76,"A",117,105.2,125.4,67.9,19.5,29.2,45.3,44.44,102.4,123,105.9,49.2,13.9,21.1,23.8,28.57
